Monetary,Cluster_KMeans,review_score,is_late,total_payment,churn_reel,score_churn,churn_predit,zone_risque
91.47,1,1.0,1,91.47,1,0.9999131,1,Rouge — Haut risque
178.11,1,5.0,0,178.11,1,0.9999032,1,Rouge — Haut risque
498.79,1,5.0,0,498.79,0,0.76743424,1,Rouge — Haut risque
263.13,1,5.0,0,263.13,1,0.89729875,1,Rouge — Haut risque
176.33,1,4.0,0,176.33,1,0.99993443,1,Rouge — Haut risque
76.68,1,3.0,0,76.68,0,0.35705268,0,Vert — Faible risque
128.0,1,5.0,0,128.0,0,0.18419397,0,Vert — Faible risque
144.06,1,5.0,0,144.06,0,0.71689117,1,Rouge — Haut risque
37.47,1,1.0,0,37.47,0,0.0073351213,0,Vert — Faible risque
36.39,1,4.0,0,36.39,1,0.99989176,1,Rouge — Haut risque
70.15,1,5.0,0,70.15,1,0.99982303,1,Rouge — Haut risque
795.47,1,5.0,0,795.47,1,0.9998418,1,Rouge — Haut risque
73.1,1,1.0,0,73.1,0,0.05075496,0,Vert — Faible risque
131.01,1,5.0,0,131.01,1,0.7451547,1,Rouge — Haut risque
102.92,1,5.0,0,102.92,1,0.9998803,1,Rouge — Haut risque
50.93,1,1.0,0,50.93,0,0.07421484,0,Vert — Faible risque
87.64,1,4.0,0,87.64,1,0.9999807,1,Rouge — Haut risque
141.96,1,5.0,0,141.96,0,0.5032452,1,Jaune — Risque modéré
182.51,1,4.0,0,182.51,0,0.10780952,0,Vert — Faible risque
97.87,1,5.0,0,97.87,1,0.30661333,0,Vert — Faible risque
546.45,1,4.0,0,546.45,1,0.9998254,1,Rouge — Haut risque
116.94,1,3.0,0,116.94,1,0.9999515,1,Rouge — Haut risque
163.68,1,5.0,0,163.68,0,0.025579967,0,Vert — Faible risque
143.27,1,5.0,0,143.27,1,0.9999187,1,Rouge — Haut risque
133.28,1,5.0,0,133.28,1,0.9998894,1,Rouge — Haut risque
21.4,1,4.0,0,21.4,0,0.011498861,0,Vert — Faible risque
16.38,1,5.0,0,16.38,0,0.00024243962,0,Vert — Faible risque
81.78,1,4.0,0,81.78,1,0.99996245,1,Rouge — Haut risque
305.27,1,5.0,0,305.27,1,0.9997762,1,Rouge — Haut risque
112.01,1,4.0,0,112.01,1,0.5676359,1,Jaune — Risque modéré
55.96,1,5.0,0,55.96,1,0.9996754,1,Rouge — Haut risque
79.1,1,4.0,0,79.1,1,0.9998,1,Rouge — Haut risque
153.1,1,4.0,0,153.1,0,0.20302254,0,Vert — Faible risque
664.76,1,3.0,0,664.76,0,0.2142796,0,Vert — Faible risque
137.6,1,1.0,0,137.6,1,0.9998745,1,Rouge — Haut risque
64.52,1,1.0,0,64.52,0,0.18178487,0,Vert — Faible risque
90.76,1,5.0,0,90.76,1,0.99995995,1,Rouge — Haut risque
83.05,1,3.0,0,83.05,0,0.09212,0,Vert — Faible risque
60.75,1,3.0,0,60.75,1,0.9998109,1,Rouge — Haut risque
117.44,1,5.0,0,117.44,1,0.30772147,0,Vert — Faible risque
91.1,1,5.0,0,91.1,1,0.9998753,1,Rouge — Haut risque
57.63,1,3.0,0,57.63,1,0.9999217,1,Rouge — Haut risque
37.8,1,5.0,1,37.8,1,0.99997294,1,Rouge — Haut risque
43.68,1,5.0,0,43.68,1,0.99995244,1,Rouge — Haut risque
470.38,1,4.0,0,470.38,1,0.9998704,1,Rouge — Haut risque
262.13,1,2.0,0,262.13,1,0.99990654,1,Rouge — Haut risque
134.42,1,3.0,0,134.42,0,0.26908618,0,Vert — Faible risque
68.65,1,4.0,0,68.65,1,0.9998963,1,Rouge — Haut risque
276.47,1,4.0,0,276.47,1,0.8779997,1,Rouge — Haut risque
333.04,0,5.0,1,156.45,0,0.0006419053,0,Vert — Faible risque
112.81,1,5.0,0,112.81,1,0.99992526,1,Rouge — Haut risque
501.16,0,1.0,0,54.1,0,0.00034550016,0,Vert — Faible risque
55.97,1,4.0,0,55.97,1,0.7211573,1,Rouge — Haut risque
69.77,1,5.0,0,69.77,0,0.04711316,0,Vert — Faible risque
352.76,1,5.0,0,352.76,1,0.9996854,1,Rouge — Haut risque
66.78,1,5.0,0,66.78,1,0.92528766,1,Rouge — Haut risque
208.54,1,4.0,0,208.54,1,0.9998398,1,Rouge — Haut risque
140.07,1,4.0,0,140.07,1,0.999705,1,Rouge — Haut risque
257.29,1,4.0,0,257.29,1,0.99985945,1,Rouge — Haut risque
69.41,1,5.0,0,69.41,1,0.9999558,1,Rouge — Haut risque
186.62,1,1.0,0,186.62,1,0.9998778,1,Rouge — Haut risque
48.13,1,5.0,0,48.13,0,0.62531424,1,Jaune — Risque modéré
202.27,1,1.0,0,202.27,1,0.51227885,1,Jaune — Risque modéré
43.76,1,4.0,0,43.76,1,0.99989545,1,Rouge — Haut risque
181.51,1,5.0,0,181.51,1,0.67126983,1,Jaune — Risque modéré
163.68,1,5.0,0,163.68,1,0.9995085,1,Rouge — Haut risque
44.0,1,2.0,0,44.0,1,0.9999752,1,Rouge — Haut risque
65.1,1,1.0,0,65.1,0,0.48988542,0,Jaune — Risque modéré
115.97,1,4.0,0,115.97,1,0.9999577,1,Rouge — Haut risque
108.88,1,4.0,0,108.88,0,0.045184433,0,Vert — Faible risque
31.75,1,5.0,0,31.75,1,0.99998605,1,Rouge — Haut risque
141.73,1,4.0,0,141.73,1,0.9998436,1,Rouge — Haut risque
117.37,1,5.0,0,117.37,0,0.20326105,0,Vert — Faible risque
69.24,1,4.0,0,69.24,0,0.53614,1,Jaune — Risque modéré
116.92,0,3.0,0,61.91,0,0.0019145036,0,Vert — Faible risque
185.26,1,5.0,0,185.26,1,0.9998287,1,Rouge — Haut risque
1756.53,0,5.0,0,839.77,0,0.00021990975,0,Vert — Faible risque
88.67,1,5.0,0,88.67,0,0.10228614,0,Vert — Faible risque
181.68,1,5.0,0,181.68,1,0.4411753,0,Jaune — Risque modéré
81.88,1,5.0,0,81.88,1,0.9999429,1,Rouge — Haut risque
231.12,1,1.0,0,231.12,1,0.9997818,1,Rouge — Haut risque
160.5,1,5.0,0,160.5,0,0.48878816,0,Jaune — Risque modéré
68.13,1,5.0,0,68.13,0,0.029229792,0,Vert — Faible risque
168.2,1,1.0,1,168.2,1,0.999951,1,Rouge — Haut risque
203.91,1,5.0,0,203.91,0,0.118956774,0,Vert — Faible risque
70.05,1,5.0,0,70.05,1,0.9999838,1,Rouge — Haut risque
456.81,1,3.0,0,456.81,1,0.99989533,1,Rouge — Haut risque
56.01,1,5.0,0,56.01,1,0.9999641,1,Rouge — Haut risque
84.03,1,3.0,0,84.03,1,0.75519705,1,Rouge — Haut risque
194.5,1,4.0,0,194.5,1,0.7256978,1,Rouge — Haut risque
211.77,1,5.0,0,211.77,1,0.9998903,1,Rouge — Haut risque
85.84,1,3.0,0,85.84,1,0.9999603,1,Rouge — Haut risque
62.69,1,5.0,0,62.69,1,0.55820304,1,Jaune — Risque modéré
47.54,1,5.0,0,47.54,0,0.037006162,0,Vert — Faible risque
106.87,1,3.0,0,106.87,1,0.99995804,1,Rouge — Haut risque
46.59,1,5.0,0,46.59,1,0.9999404,1,Rouge — Haut risque
156.38,1,4.0,0,156.38,1,0.9997696,1,Rouge — Haut risque
504.35,1,1.0,1,504.35,1,0.9998485,1,Rouge — Haut risque
56.97,1,5.0,0,56.97,0,0.1032108,0,Vert — Faible risque
140.0,1,5.0,0,140.0,1,0.99995804,1,Rouge — Haut risque
236.67,0,5.0,0,148.06,0,0.0009842719,0,Vert — Faible risque
38.47,1,5.0,0,38.47,1,0.7891498,1,Rouge — Haut risque
173.86,1,5.0,0,173.86,0,0.64363843,1,Jaune — Risque modéré
278.66,1,5.0,0,278.66,1,0.9997291,1,Rouge — Haut risque
278.65,1,3.0,0,278.65,0,0.6622494,1,Jaune — Risque modéré
73.15,1,4.0,0,73.15,1,0.99993014,1,Rouge — Haut risque
37.13,1,5.0,0,37.13,1,0.54868,1,Jaune — Risque modéré
348.89,1,4.0,0,348.89,1,0.9998099,1,Rouge — Haut risque
213.54,1,5.0,0,213.54,0,0.7579124,1,Rouge — Haut risque
138.07,1,2.0,0,138.07,0,0.005703581,0,Vert — Faible risque
64.0,1,5.0,0,64.0,1,0.99995685,1,Rouge — Haut risque
67.5,1,5.0,0,67.5,1,0.9999647,1,Rouge — Haut risque
64.34,1,5.0,0,64.34,0,0.12621626,0,Vert — Faible risque
560.24,1,4.0,0,560.24,1,0.9998197,1,Rouge — Haut risque
18.84,1,3.0,0,18.84,1,0.95928746,1,Rouge — Haut risque
397.44,1,5.0,0,397.44,0,0.20488651,0,Vert — Faible risque
40.43,1,4.0,0,40.43,0,0.3294104,0,Vert — Faible risque
176.97,1,5.0,0,176.97,1,0.069903076,0,Vert — Faible risque
67.59,1,4.0,0,67.59,1,0.99991333,1,Rouge — Haut risque
36.69,1,2.0,0,36.69,1,0.99992144,1,Rouge — Haut risque
103.26,1,5.0,0,103.26,0,0.045947686,0,Vert — Faible risque
180.71,1,4.0,0,180.71,1,0.9993262,1,Rouge — Haut risque
146.68,1,5.0,0,146.68,1,0.9999298,1,Rouge — Haut risque
106.97,1,5.0,0,106.97,1,0.9999076,1,Rouge — Haut risque
93.78,1,4.0,0,93.78,1,0.99994004,1,Rouge — Haut risque
46.69,1,5.0,0,46.69,1,0.99988246,1,Rouge — Haut risque
148.59,1,5.0,0,148.59,1,0.6407771,1,Jaune — Risque modéré
66.01,1,5.0,0,66.01,1,0.85861135,1,Rouge — Haut risque
24.0,1,5.0,0,24.0,1,0.99998426,1,Rouge — Haut risque
256.77,1,4.0,0,256.77,0,0.0630571,0,Vert — Faible risque
24.86,1,4.0,0,24.86,1,0.9999912,1,Rouge — Haut risque
152.19,1,1.0,0,152.19,1,0.99993324,1,Rouge — Haut risque
69.44,1,1.0,0,69.44,1,0.99989676,1,Rouge — Haut risque
96.22,1,4.0,0,96.22,1,0.99985313,1,Rouge — Haut risque
112.42,1,1.0,0,112.42,0,0.28659838,0,Vert — Faible risque
176.98,1,5.0,0,176.98,1,0.99989057,1,Rouge — Haut risque
758.83,0,5.0,0,91.77,0,0.00026346557,0,Vert — Faible risque
337.83,1,5.0,0,337.83,1,0.6780968,1,Jaune — Risque modéré
105.7,1,5.0,0,105.7,0,0.17785236,0,Vert — Faible risque
166.29,1,5.0,0,166.29,1,0.99995244,1,Rouge — Haut risque
124.85,1,5.0,0,124.85,1,0.9997309,1,Rouge — Haut risque
270.17,0,2.0,0,95.09,0,0.00018443534,0,Vert — Faible risque
296.81,1,2.0,1,296.81,1,0.9999187,1,Rouge — Haut risque
55.11,1,2.0,0,55.11,1,0.9999658,1,Rouge — Haut risque
851.61,1,5.0,0,851.61,1,0.99986064,1,Rouge — Haut risque
83.13,1,5.0,0,83.13,1,0.34839708,0,Vert — Faible risque
160.57,1,4.0,0,160.57,1,0.9998945,1,Rouge — Haut risque
61.79,1,4.0,0,61.79,1,0.6931768,1,Jaune — Risque modéré
87.66,1,2.0,1,87.66,1,0.9998803,1,Rouge — Haut risque
286.6,1,4.0,0,286.6,0,0.42490178,0,Jaune — Risque modéré
50.13,1,4.0,1,50.13,1,0.9998834,1,Rouge — Haut risque
91.96,1,1.0,0,91.96,1,0.7483017,1,Rouge — Haut risque
93.85,1,5.0,0,93.85,1,0.9998424,1,Rouge — Haut risque
88.34,1,5.0,0,88.34,1,0.99967074,1,Rouge — Haut risque
140.3,1,4.0,0,140.3,1,0.9999181,1,Rouge — Haut risque
92.1,1,5.0,0,92.1,0,0.06672914,0,Vert — Faible risque
159.52,1,4.0,0,159.52,1,0.9997751,1,Rouge — Haut risque
254.22,1,3.0,0,254.22,1,0.9999087,1,Rouge — Haut risque
298.18,1,5.0,1,298.18,0,0.009504602,0,Vert — Faible risque
469.35,1,1.0,0,469.35,1,0.9998648,1,Rouge — Haut risque
34.96,1,5.0,0,34.96,1,0.9998429,1,Rouge — Haut risque
38.19,1,5.0,0,38.19,0,0.055241738,0,Vert — Faible risque
32.38,1,4.0,0,32.38,0,0.041063506,0,Vert — Faible risque
114.03,1,3.0,0,114.03,1,0.9998598,1,Rouge — Haut risque
52.59,1,4.0,0,52.59,1,0.9479844,1,Rouge — Haut risque
112.71,1,1.0,0,112.71,1,0.99985003,1,Rouge — Haut risque
66.96,1,1.0,0,66.96,0,0.6988344,1,Jaune — Risque modéré
36.34,1,5.0,0,36.34,1,0.9999484,1,Rouge — Haut risque
163.32,1,5.0,0,163.32,0,0.3640612,0,Vert — Faible risque
83.17,1,5.0,0,83.17,1,0.9998704,1,Rouge — Haut risque
818.4,1,5.0,0,818.4,1,0.9999224,1,Rouge — Haut risque
58.79,1,5.0,0,58.79,1,0.45838517,0,Jaune — Risque modéré
74.36,1,4.0,0,74.36,0,0.04814823,0,Vert — Faible risque
119.14,1,4.0,0,119.14,1,0.52698934,1,Jaune — Risque modéré
241.69,1,5.0,0,241.69,1,0.99986064,1,Rouge — Haut risque
106.38,1,5.0,0,106.38,1,0.9999243,1,Rouge — Haut risque
42.86,1,5.0,0,42.86,0,0.09588885,0,Vert — Faible risque
336.21000000000004,0,5.0,0,99.56,0,0.00014828418,0,Vert — Faible risque
31.22,1,5.0,0,31.22,0,0.058710717,0,Vert — Faible risque
120.29,1,5.0,0,120.29,0,0.061947536,0,Vert — Faible risque
96.34,1,4.0,0,96.34,1,0.9998828,1,Rouge — Haut risque
16.29,1,3.0,0,16.29,0,0.72172225,1,Rouge — Haut risque
60.45,1,4.0,0,60.45,1,0.8978421,1,Rouge — Haut risque
195.62,1,5.0,0,195.62,1,0.999931,1,Rouge — Haut risque
65.0,1,4.0,0,65.0,1,0.999982,1,Rouge — Haut risque
717.82,1,5.0,0,717.82,1,0.8975058,1,Rouge — Haut risque
191.69,1,3.0,0,191.69,1,0.73073953,1,Rouge — Haut risque
43.71,1,5.0,0,43.71,1,0.9999622,1,Rouge — Haut risque
94.47,1,4.0,0,94.47,0,0.8044697,1,Rouge — Haut risque
571.73,1,4.0,0,571.73,1,0.7970449,1,Rouge — Haut risque
72.14,1,4.0,0,72.14,1,0.90523535,1,Rouge — Haut risque
87.94,1,4.0,0,87.94,0,0.62734646,1,Jaune — Risque modéré
29.88,1,2.0,1,29.88,1,0.99991333,1,Rouge — Haut risque
175.09,1,5.0,0,175.09,0,0.05126285,0,Vert — Faible risque
55.59,1,5.0,0,55.59,1,0.99995387,1,Rouge — Haut risque
27.34,1,5.0,0,27.34,0,0.015757265,0,Vert — Faible risque
158.3,1,4.0,0,158.3,1,0.99989855,1,Rouge — Haut risque
148.22,1,4.0,0,148.22,1,0.48190317,0,Jaune — Risque modéré
96.8,1,4.0,0,96.8,1,0.9999503,1,Rouge — Haut risque
210.2,1,5.0,0,210.2,0,0.095524006,0,Vert — Faible risque
235.3,1,1.0,1,235.3,1,0.21608897,0,Vert — Faible risque
108.72,1,5.0,0,108.72,0,0.02046125,0,Vert — Faible risque
57.72,1,5.0,0,57.72,0,0.6557366,1,Jaune — Risque modéré
25.78,1,5.0,0,25.78,1,0.9997713,1,Rouge — Haut risque
123.75,1,5.0,0,123.75,0,0.4346566,0,Jaune — Risque modéré
50.62,1,5.0,0,50.62,1,0.99994373,1,Rouge — Haut risque
486.86,1,5.0,0,486.86,1,0.9998233,1,Rouge — Haut risque
139.41,1,4.0,0,139.41,0,0.5321931,1,Jaune — Risque modéré
26.86,1,1.0,1,26.86,1,0.99969804,1,Rouge — Haut risque
258.86,1,5.0,0,258.86,1,0.49390844,0,Jaune — Risque modéré
113.06,1,3.0,0,113.06,0,0.108377226,0,Vert — Faible risque
66.96000000000001,0,3.0,0,28.62,0,0.00070617534,0,Vert — Faible risque
256.2,1,4.0,0,256.2,1,0.8659844,1,Rouge — Haut risque
160.4,1,5.0,0,160.4,1,0.66560966,1,Jaune — Risque modéré
207.61,1,4.0,0,207.61,1,0.5363428,1,Jaune — Risque modéré
55.83,1,5.0,0,55.83,0,0.044161953,0,Vert — Faible risque
516.42,1,5.0,0,516.42,1,0.9999387,1,Rouge — Haut risque
393.69,1,5.0,0,393.69,1,0.44618186,0,Jaune — Risque modéré
36.27,1,5.0,0,36.27,1,0.9999372,1,Rouge — Haut risque
339.8,1,1.0,0,339.8,0,0.067191906,0,Vert — Faible risque
243.37,0,5.0,0,157.22,0,0.00024079894,0,Vert — Faible risque
1203.89,1,5.0,0,1203.89,1,0.6919752,1,Jaune — Risque modéré
199.03,0,4.0,0,44.41,0,0.0001428204,0,Vert — Faible risque
114.29,1,4.0,0,114.29,1,0.99987376,1,Rouge — Haut risque
128.88,1,5.0,0,128.88,1,0.9999263,1,Rouge — Haut risque
101.25,1,5.0,0,101.25,0,0.066833735,0,Vert — Faible risque
263.24,1,5.0,0,263.24,1,0.9998994,1,Rouge — Haut risque
67.59,1,5.0,0,67.59,1,0.9999051,1,Rouge — Haut risque
59.36,1,5.0,0,59.36,0,0.39832863,0,Vert — Faible risque
56.94,1,3.0,0,56.94,1,0.9999014,1,Rouge — Haut risque
78.2,1,5.0,0,78.2,0,0.057563707,0,Vert — Faible risque
179.03,1,5.0,0,179.03,0,0.38580978,0,Vert — Faible risque
81.15,1,5.0,0,81.15,1,0.99993503,1,Rouge — Haut risque
152.44,1,1.0,1,152.44,0,0.15739076,0,Vert — Faible risque
62.77,1,5.0,0,62.77,1,0.9996816,1,Rouge — Haut risque
84.11,1,5.0,0,84.11,1,0.99992967,1,Rouge — Haut risque
118.47,1,5.0,0,118.47,1,0.999897,1,Rouge — Haut risque
157.45,1,5.0,1,157.45,0,0.15578103,0,Vert — Faible risque
72.39,1,5.0,0,72.39,0,0.012073295,0,Vert — Faible risque
106.6,1,5.0,0,106.6,1,0.99989533,1,Rouge — Haut risque
131.16,1,5.0,0,131.16,0,0.7737123,1,Rouge — Haut risque
88.58,1,5.0,0,88.58,0,0.07835741,0,Vert — Faible risque
69.24,1,5.0,0,69.24,1,0.9999341,1,Rouge — Haut risque
204.17,0,5.0,0,86.15,0,0.0004071848,0,Vert — Faible risque
207.33,1,1.0,1,207.33,1,0.99976426,1,Rouge — Haut risque
111.37,1,1.0,0,111.37,0,0.24939404,0,Vert — Faible risque
110.44,1,1.0,0,110.44,0,0.7382466,1,Rouge — Haut risque
91.61,1,4.0,0,91.61,0,0.061397407,0,Vert — Faible risque
222.81,1,5.0,0,222.81,1,0.50475633,1,Jaune — Risque modéré
415.93,1,5.0,0,415.93,1,0.9999201,1,Rouge — Haut risque
272.7,1,1.0,0,272.7,1,0.9997726,1,Rouge — Haut risque
77.57,1,5.0,0,77.57,1,0.99994624,1,Rouge — Haut risque
174.75,1,5.0,0,174.75,1,0.7248963,1,Rouge — Haut risque
198.44,1,5.0,0,198.44,1,0.9998981,1,Rouge — Haut risque
67.5,1,5.0,0,67.5,1,0.99994755,1,Rouge — Haut risque
312.02,0,5.0,0,67.87,0,0.0008311939,0,Vert — Faible risque
133.68,1,5.0,0,133.68,0,0.7716789,1,Rouge — Haut risque
178.57,0,5.0,1,49.09,0,0.0004871132,0,Vert — Faible risque
110.58,1,5.0,0,110.58,0,0.16402356,0,Vert — Faible risque
176.09,0,5.0,0,99.43,0,3.354176e-05,0,Vert — Faible risque
92.76,1,2.0,1,92.76,0,0.12523948,0,Vert — Faible risque
55.08,1,5.0,0,55.08,1,0.9999745,1,Rouge — Haut risque
58.72,1,5.0,0,58.72,1,0.9999492,1,Rouge — Haut risque
177.96,0,1.0,0,59.32,0,0.00017382253,0,Vert — Faible risque
66.69,1,1.0,1,66.69,1,0.9998939,1,Rouge — Haut risque
238.69,1,5.0,0,238.69,1,0.9999131,1,Rouge — Haut risque
97.74,1,5.0,0,97.74,1,0.9999542,1,Rouge — Haut risque
187.44,1,5.0,0,187.44,0,0.22892855,0,Vert — Faible risque
72.43,1,5.0,0,72.43,1,0.9998977,1,Rouge — Haut risque
76.34,1,5.0,0,76.34,1,0.9998178,1,Rouge — Haut risque
255.51,0,5.0,0,135.51,0,0.0002986504,0,Vert — Faible risque
85.82,1,4.0,1,85.82,1,0.99993753,1,Rouge — Haut risque
151.18,1,5.0,0,151.18,1,0.9999069,1,Rouge — Haut risque
171.44,1,4.0,0,171.44,1,0.9999143,1,Rouge — Haut risque
127.41,1,5.0,0,127.41,1,0.9999298,1,Rouge — Haut risque
73.25,1,5.0,0,73.25,0,0.020484407,0,Vert — Faible risque
137.61,1,5.0,0,137.61,0,0.069591716,0,Vert — Faible risque
208.63,1,5.0,0,208.63,0,0.40454412,0,Jaune — Risque modéré
30.95,1,4.0,0,30.95,1,0.9999902,1,Rouge — Haut risque
221.84,1,4.0,0,221.84,1,0.9999665,1,Rouge — Haut risque
67.02,1,5.0,0,67.02,1,0.9999565,1,Rouge — Haut risque
41.88,1,4.0,0,41.88,0,0.3204527,0,Vert — Faible risque
56.38,1,5.0,0,56.38,1,0.9993211,1,Rouge — Haut risque
73.03,1,5.0,0,73.03,1,0.47934148,0,Jaune — Risque modéré
387.27,1,1.0,1,387.27,1,0.99986005,1,Rouge — Haut risque
153.17,1,5.0,0,153.17,1,0.021855665,0,Vert — Faible risque
318.92,1,3.0,0,318.92,1,0.7840077,1,Rouge — Haut risque
87.58,1,5.0,0,87.58,0,0.029881053,0,Vert — Faible risque
111.54,0,5.0,0,37.36,0,3.3240907e-05,0,Vert — Faible risque
171.13,1,5.0,0,171.13,1,0.7224963,1,Rouge — Haut risque
51.44,1,5.0,0,51.44,0,0.13066721,0,Vert — Faible risque
48.23,1,5.0,0,48.23,0,0.022397656,0,Vert — Faible risque
413.31,1,5.0,0,413.31,1,0.9998472,1,Rouge — Haut risque
240.31,1,5.0,0,240.31,0,0.05375257,0,Vert — Faible risque
173.59,1,5.0,0,173.59,1,0.57769233,1,Jaune — Risque modéré
64.22,1,5.0,0,64.22,0,0.08639026,0,Vert — Faible risque
91.2,1,1.0,1,91.2,1,0.99993706,1,Rouge — Haut risque
236.23,1,5.0,0,236.23,1,0.77654606,1,Rouge — Haut risque
161.67,1,5.0,0,161.67,0,0.17927152,0,Vert — Faible risque
66.1,1,5.0,0,66.1,1,0.6878861,1,Jaune — Risque modéré
83.17,1,5.0,0,83.17,1,0.7486187,1,Rouge — Haut risque
86.93,1,5.0,0,86.93,1,0.99995947,1,Rouge — Haut risque
102.74,1,5.0,0,102.74,1,0.9807391,1,Rouge — Haut risque
219.27,1,3.0,0,219.27,1,0.9998258,1,Rouge — Haut risque
89.56,1,5.0,0,89.56,1,0.6388405,1,Jaune — Risque modéré
205.88,1,1.0,1,205.88,1,0.19969402,0,Vert — Faible risque
98.45,1,5.0,0,98.45,0,0.5201992,1,Jaune — Risque modéré
127.02,1,5.0,0,127.02,1,0.9998216,1,Rouge — Haut risque
53.79,1,4.0,0,53.79,1,0.7141401,1,Rouge — Haut risque
113.15,1,5.0,0,113.15,1,0.9989693,1,Rouge — Haut risque
138.31,1,4.0,0,138.31,1,0.99987197,1,Rouge — Haut risque
71.71,1,3.0,0,71.71,1,0.9999578,1,Rouge — Haut risque
150.15,1,5.0,0,150.15,1,0.99980336,1,Rouge — Haut risque
47.0,1,5.0,0,47.0,0,0.05423164,0,Vert — Faible risque
136.59,1,5.0,0,136.59,1,0.5633509,1,Jaune — Risque modéré
207.1,1,3.0,0,207.1,1,0.99990904,1,Rouge — Haut risque
38.12,1,3.0,0,38.12,0,0.017736755,0,Vert — Faible risque
131.28,0,5.0,0,40.1,0,0.00052134873,0,Vert — Faible risque
62.91,1,5.0,0,62.91,0,0.12227087,0,Vert — Faible risque
46.52,1,5.0,0,46.52,0,0.79333067,1,Rouge — Haut risque
90.14,1,5.0,0,90.14,1,0.9996911,1,Rouge — Haut risque
67.68,1,5.0,0,67.68,1,0.9999553,1,Rouge — Haut risque
130.56,1,5.0,0,130.56,1,0.7617061,1,Rouge — Haut risque
73.34,1,5.0,0,73.34,1,0.80666363,1,Rouge — Haut risque
67.02,1,1.0,0,67.02,1,0.95227253,1,Rouge — Haut risque
328.17,1,4.0,0,328.17,0,0.32006216,0,Vert — Faible risque
37.77,1,5.0,0,37.77,1,0.9999566,1,Rouge — Haut risque
78.72,1,2.0,0,78.72,1,0.42812327,0,Jaune — Risque modéré
40.87,1,4.0,1,40.87,1,0.43842033,0,Jaune — Risque modéré
200.23,1,5.0,0,200.23,0,0.11247849,0,Vert — Faible risque
33.68,1,5.0,0,33.68,1,0.84125984,1,Rouge — Haut risque
39.28,1,5.0,0,39.28,1,0.999974,1,Rouge — Haut risque
131.47,1,4.0,0,131.47,1,0.70182055,1,Rouge — Haut risque
64.67,1,3.0,0,64.67,1,0.99993193,1,Rouge — Haut risque
58.94,1,5.0,1,58.94,1,0.99978095,1,Rouge — Haut risque
116.82,1,5.0,0,116.82,0,0.2499642,0,Vert — Faible risque
208.11,1,5.0,0,208.11,0,0.5933104,1,Jaune — Risque modéré
98.21,1,3.0,0,98.21,1,0.5457505,1,Jaune — Risque modéré
102.98,1,5.0,0,102.98,0,0.4410865,0,Jaune — Risque modéré
265.13,0,5.0,0,65.08,0,0.00017341132,0,Vert — Faible risque
226.16,1,2.0,0,226.16,1,0.99992514,1,Rouge — Haut risque
151.05,1,1.0,0,151.05,0,0.011801275,0,Vert — Faible risque
165.99,1,4.0,0,165.99,1,0.99977964,1,Rouge — Haut risque
66.6,1,5.0,0,66.6,1,0.6067861,1,Jaune — Risque modéré
141.29,1,2.0,0,141.29,1,0.9998579,1,Rouge — Haut risque
44.13,1,4.0,0,44.13,0,0.07752625,0,Vert — Faible risque
148.65,1,5.0,0,148.65,1,0.9998259,1,Rouge — Haut risque
64.22,1,5.0,0,64.22,0,0.14621577,0,Vert — Faible risque
392.56,1,1.0,0,392.56,1,0.99996734,1,Rouge — Haut risque
64.03,1,4.0,0,64.03,0,0.25607058,0,Vert — Faible risque
47.6,1,5.0,0,47.6,1,0.9590782,1,Rouge — Haut risque
291.43,1,5.0,0,291.43,0,0.22825702,0,Vert — Faible risque
85.75,1,5.0,0,85.75,1,0.75949866,1,Rouge — Haut risque
49.36,0,5.0,0,24.68,0,0.00086959975,0,Vert — Faible risque
393.08,0,3.0,0,28.38,0,1.8063634e-05,0,Vert — Faible risque
22.38,1,3.0,0,22.38,0,0.012011334,0,Vert — Faible risque
792.17,1,5.0,0,792.17,0,0.5569735,1,Jaune — Risque modéré
34.6,1,5.0,0,34.6,1,0.99996185,1,Rouge — Haut risque
147.56,0,3.0,0,84.88,0,0.00020913997,0,Vert — Faible risque
177.37,1,1.0,0,177.37,1,0.9999088,1,Rouge — Haut risque
47.38,1,5.0,0,47.38,0,0.025884721,0,Vert — Faible risque
24.27,1,4.0,0,24.27,0,0.014127434,0,Vert — Faible risque
155.45,1,5.0,0,155.45,1,0.99989605,1,Rouge — Haut risque
65.5,1,3.0,0,65.5,1,0.9998609,1,Rouge — Haut risque
405.35,1,4.0,0,405.35,1,0.9997849,1,Rouge — Haut risque
80.63,1,5.0,0,80.63,0,0.67208385,1,Jaune — Risque modéré
147.7,1,5.0,0,147.7,0,0.117994465,0,Vert — Faible risque
49.75,1,5.0,0,49.75,1,0.9999558,1,Rouge — Haut risque
869.11,1,5.0,0,869.11,1,0.6860683,1,Jaune — Risque modéré
266.34,1,4.0,0,266.34,0,0.24585399,0,Vert — Faible risque
45.46,1,4.0,0,45.46,1,0.8627444,1,Rouge — Haut risque
67.36,1,5.0,0,67.36,1,0.99994004,1,Rouge — Haut risque
66.0,1,5.0,0,66.0,1,0.59205747,1,Jaune — Risque modéré
42.27,1,5.0,0,42.27,1,0.9999188,1,Rouge — Haut risque
196.75,1,1.0,0,196.75,1,0.9998766,1,Rouge — Haut risque
70.27,1,5.0,0,70.27,1,0.9998215,1,Rouge — Haut risque
1075.83,1,2.0,0,1075.83,1,0.99982136,1,Rouge — Haut risque
